purpose_A44,"All else equal, do people applying for credit at a bank who *want to use the credit for domestic appliances (coffee machine, blender, toaster etc)* have a higher or a lower chance to get their credit approved in average"
purpose_A45,"All else equal, do people applying for credit at a bank who *want to use the credit to repair something (house, car, some device..)* have a higher or a lower chance to get their credit approved in average"
purpose_A46,"All else equal, do people applying for credit at a bank who *want to use the credit for education* have a higher or a lower chance to get their credit approved in average"
purpose_A48,"All else equal, do people applying for credit at a bank who *want to use credit for a retraining (e.g. when changing of jobs)* have a higher or a lower chance to get their credit approved in average"
purpose_A49,"All else equal, do people applying for credit at a bank who *want to use the credit for business (fund startup, invest in stocks etc) * have a higher or a lower chance to get their credit approved in average"
savings_account_A61,"All else equal, do people applying for credit at a bank whose *savings account with that bank is below 100$* have a higher or a lower chance to get their credit approved in average"
savings_account_A62,"All else equal, do people applying for credit at a bank whose *savings account with that bank is between 100$ and 500$* have a higher or a lower chance to get their credit approved in average"
savings_account_A63,"All else equal, do people applying for credit at a bank whose *savings account with that bank is between 500$ and 1000$* have a higher or a lower chance to get their credit approved in average"
savings_account_A64,"All else equal, do people applying for credit at a bank whose *savings account with that bank is between above 1000$* have a higher or a lower chance to get their credit approved in average"
savings_account_A65,"All else equal, do people applying for credit at a bank who *do not have a savings account with that bank (but may, or may not have a checkings account)* have a higher or a lower chance to get their credit approved in average"
telephone_A191,"All else equal, do people applying for credit at a bank who *do NOT have a phone number* have a higher or a lower chance to get their credit approved in average"
telephone_A192,"All else equal, do people applying for credit at a bank who *have a phone number* have a higher or a lower chance to get their credit approved in average"
